Code,Grouping,Classification,Specialization,Definition,Notes,Display Name,Section
207RI0008X,Allopathic & Osteopathic Physicians,Internal Medicine,Hepatology,"The discipline of Hepatology encompasses the structure, function, and diseases of the liver and biliary tract. The American Board of Internal Medicine considers Hepatology part of the subspecialty of gastroenterology. Physicians who identify themselves as Hepatologists usually, but not always, have been trained in gastrointestinal programs.","Training Programs, and/or Fellowships, Preceptorships: The American Association for the Study of Liver Diseases (AASLD) is the major professional society organized for physicians with an interest in Hepatology. A subcommittee of that organization has published guidelines for training programs in the 1992 November issue of Hepatology. Source: The American Board of Internal Medicine 9/1993    ACGME Accredited Residency Program Requirements:  None",Hepatology Physician,Individual
207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine,"An internal medicine physician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Hospice and Palliative Medicine (Internal Medicine) Physician,Individual
207RH0005X,Allopathic & Osteopathic Physicians,Internal Medicine,Hypertension Specialist,A Hypertension Specialist is a physician who concentrates on all aspects of the diagnosis and treatment of hypertension.,"Source:  American Society of Hypertension, www.ash-us.org [7/1/2011: new]  Additional Resources:  The American Society of Hypertension Specialists Program offers an examination and designation for Hypertension Specialists.  This subspecialty is not a Board certificate issued by either the American Board of Internal Medicine or the American Osteopathic Board of Internal Medicine.",Hypertension Specialist Physician,Individual
207RI0200X,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,An internist who deals with infectious diseases of all types and in all organ systems. Conditions requiring selective use of antibiotics call for this special skill. This physician often diagnoses and treats AIDS patients and patients with fevers which have not been explained. Infectious disease specialists may also have expertise in preventive medicine and travel medicine.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]<br/>Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",Infectious Disease Physician,Individual
207RI0011X,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,"An area of medicine within the subspecialty of cardiology, which uses specialized imaging and other diagnostic techniques to evaluate blood flow and pressure in the coronary arteries and chambers of the heart and uses technical procedures and medications to treat abnormalities that impair the function of the cardiovascular system.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source]   Additional Resources: American Board of Internal Medicine, 2007. http://www.abim.org/    Board Certification for Medical Doctors (MDs) is provided by the American Board of Internal Medicine.  ACGME Accredited Residency Program Requirements:  1 year of training plus a prerequisite of 3 years Internal Medicine, 3 years Cardiovascular Disease for a total of 7 years.  ABMS Approved Subspecialty Certificate  (Internal Medicine)",Interventional Cardiology Physician,Individual
207RM1200X,Allopathic & Osteopathic Physicians,Internal Medicine,Magnetic Resonance Imaging (MRI),The NUCC recommends this code not be used. Choose a more appropriate code.<br/>,,Magnetic Resonance Imaging (MRI) Internal Medicine Physician,Individual
207RX0202X,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,An internist who specializes in the diagnosis and treatment of all types of cancer and other benign and malignant tumors. This specialist decides on and administers therapy for these malignancies as well as consults with surgeons and radiotherapists on other treatments for cancer.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source. 11/5/2007: corrected definition]",Medical Oncology Physician,Individual
207RN0300X,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,"An internist who treats disorders of the kidney, high blood pressure, fluid and mineral balance and dialysis of body wastes when the kidneys do not function. This specialist consults with surgeons about kidney transplantation.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]<br/>Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",Nephrology Physician,Individual
207RB0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Obesity Medicine,"A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Source:  American Board of Obesity Medicine, www.abom.org [10/1/2007: new, 7/1/2015: title and definition modified]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",Obesity Medicine (Internal Medicine) Physician,Individual
207RP1002X,Allopathic & Osteopathic Physicians,Internal Medicine,Physician Nutrition Specialist,"A physician who specializes in the diagnosis and treatment of primary nutritional diseases (e.g., undernutrition, overnutrition, and genetic or acquired errors of metabolism) and adjunctive nutritional therapeutics (e.g., nutritional therapy or support of diseases states with a metabolic component). Physician Nutrition Specialists also provide services for nutritional disease prevention, including diabetes, cancer, Alzheimer’s, hospital malnutrition screening, and perioperative nutrition.","Source: National Board of Physician Nutrition Specialists, www.nbpns.org.",Physician Nutrition Specialist (Internal Medicine),Individual
207RP1001X,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,"An internist who treats diseases of the lungs and airways. The pulmonologist diagnoses and treats cancer, pneumonia, pleurisy, asthma, occupational and environmental diseases, bronchitis, sleep disorders, emphysema and other complex disorders of the lungs.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]<br/>Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",Pulmonary Disease Physician,Individual
207RR0500X,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,"An internist who treats diseases of joints, muscle, bones and tendons. This specialist diagnoses and treats arthritis, back pain, muscle strains, common athletic injuries and ""collagen"" diseases.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]<br/>Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",Rheumatology Physician,Individual
207RS0012X,Allopathic & Osteopathic Physicians,Internal Medicine,Sleep Medicine,"An Internist who practices Sleep Medicine is certified in the subspecialty of sleep medicine and specializes in the clinical assessment, physiologic testing, diagnosis, management and prevention of sleep and circadian rhythm disorders. Sleep specialists treat patients of any age and use multidisciplinary approaches. Disorders managed by sleep specialists include, but are not limited to, sleep related breathing disorders, insomnia, hypersomnias, circadian rhythm sleep disorders, parasomnias and sleep related movement disorders.","Source: American Academy of Sleep Medicine, www.aasm.org [7/1/2006: new]",Sleep Medicine (Internal Medicine) Physician,Individual
207RS0010X,Allopathic & Osteopathic Physicians,Internal Medicine,Sports Medicine,"An internist trained to be responsible for continuous care in the field of sports medicine, not only for the enhancement of health and fitness, but also for the prevention of injury and illness. A sports medicine physician must have knowledge and experience in the promotion of wellness and the prevention of injury. Knowledge about special areas of medicine such as exercise physiology, biomechanics, nutrition, psychology, physical rehabilitation, epidemiology, physical evaluation, injuries (treatment and prevention and referral practice) and the role of exercise in promoting a healthy lifestyle are essential to the practice of sports medicine. The sports medicine physician requires special education to provide the knowledge to improve the healthcare of the individual.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]<br/>Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",Sports Medicine (Internal Medicine) Physician,Individual
207RT0003X,Allopathic & Osteopathic Physicians,Internal Medicine,Transplant Hepatology,An internist with special knowledge and the skill required of a gastroenterologist to care for patients prior to and following hepatic transplantation that spans all phases of liver transplantation. Selection of appropriate recipients requires assessment by a team having experience in evaluating the severity and prognosis of patients with liver disease.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: new]    Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Internal Medicine.",Transplant Hepatology Physician,Individual
209800000X,Allopathic & Osteopathic Physicians,Legal Medicine,,"Legal Medicine is a special field of medicine that focuses on various aspects of medicine and law. Historically, the practice of legal medicine made contributions to medicine as a scientific instrument to solve criminal perplexities. Since World War II, the domain of legal medicine has broadened to include not only aspects of medical science to solve legal and criminal problems but aspects of law as it applies to medicine. Legal Medicine continues to grow as medicolegal issues like medical malpractice and liability, government regulation of health care, issues of tort reform, and moral and ethical complexities presented by technological advances become increasingly prominent. Many medical schools have implemented courses which supply medicolegal instruction for medical students, and many law schools now offer medicolegal courses. Also, dual degree programs in law and medicine have been created to assist physicians to bridge the gap between medicine and the law.","Source: American Board of Legal Medicine 08/1992. www.ablminc.org [7/1/2009: definition reformatted]    Additional Resources: Training Programs, and/or Fellowships, Preceptorships: Certification available through the American Board of Legal Medicine. ACGME Accredited Residency Program Requirements: None.",Legal Medicine (M.D./D.O.) Physician,Individual
207SG0202X,Allopathic & Osteopathic Physicians,Medical Genetics,Clinical Biochemical Genetics,A clinical biochemical geneticist demonstrates competence in performing and interpreting biochemical analyses relevant to the diagnosis and management of human genetic diseases and is a consultant regarding laboratory diagnosis of a broad range of inherited disorders.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.",Clinical Biochemical Genetics Physician,Individual
207SC0300X,Allopathic & Osteopathic Physicians,Medical Genetics,Clinical Cytogenetics,"A clinical cytogeneticist demonstrates competence in providing laboratory diagnostic and clinical interpretive services dealing with cellular components, particularly chromosomes, associated with heredity.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.   A general certificate was first issued by the ABMS in 1982.  ACGME Accredited Residency Program Requirements:  None.",Clinical Cytogenetics Physician,Individual
207SG0201X,Allopathic & Osteopathic Physicians,Medical Genetics,Clinical Genetics (M.D.),"A clinical geneticist demonstrates competence in providing comprehensive diagnostic, management and counseling services for genetic disorders.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.",Clinical Genetics (M.D.) Physician,Individual
207SG0203X,Allopathic & Osteopathic Physicians,Medical Genetics,Clinical Molecular Genetics,A clinical molecular geneticist demonstrates competence in performing and interpreting molecular analyses relevant to the diagnosis and management of human genetic diseases and is a consultant regarding laboratory diagnosis of a broad range of inherited disorders.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.",Clinical Molecular Genetics Physician,Individual
207SG0207X,Allopathic & Osteopathic Physicians,Medical Genetics,Medical Biochemical Genetics,"A medical biochemical geneticist specializes in the diagnosis, evaluation, prevention, and treatment of patients with biochemical genetic disorders, defined as inborn errors of metabolism at any age of onset. Training does not include those skills and knowledge necessary to direct a clinical laboratory.","Source: American Board of Medical Genetics and Genomics, www.abmgg.org. [10/1/2023: New]",Medical Biochemical Genetics,Individual
207SM0001X,Allopathic & Osteopathic Physicians,Medical Genetics,Molecular Genetic Pathology,"A board certified subspecialty, the molecular genetic pathologist is expert in the principles, theory and technologies of molecular biology and molecular genetics. This expertise is used to make or confirm diagnoses of Mendelian genetic disorders, of human development, infectious diseases and malignancies and to assess the natural history of those disorders. A molecular genetic pathologist provides information about gene structure, function and alteration, and applies laboratory techniques for diagnosis, treatment and prognosis for individuals with related disorders.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.    A subspecialty certificate for MGG was approved by the ABMS in 1999.    ACGME Accredited Residency Program Requirements:  Proposal under development.",Molecular Genetic Pathology (Medical Genetics) Physician,Individual
207SG0205X,Allopathic & Osteopathic Physicians,Medical Genetics,Ph.D. Medical Genetics,"A medical geneticist works in association with a medical specialist, is affiliated with a clinical genetics program and serves as a consultant to medical and dental specialists.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Medical Genetics, 2007.  http://www.abmg.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Medical Genetics.",Ph.D. Medical Genetics Physician,Individual
207T00000X,Allopathic & Osteopathic Physicians,Neurological Surgery,,"A neurological surgeon provides the operative and non-operative management (i.e., prevention, diagnosis, evaluation, treatment, critical care, and rehabilitation) of disorders of the central, peripheral, and autonomic nervous systems, including their supporting structures and vascular supply; the evaluation and treatment of pathological processes which modify function or activity of the nervous system; and the operative and non-operative management of pain. A neurological surgeon treats patients with disorders of the nervous system; disorders of the brain, meninges, skull, and their blood supply, including the extracranial carotid and vertebral arteries; disorders of the pituitary gland; disorders of the spinal cord, meninges, and vertebral column, including those which may require treatment by spinal fusion or instrumentation; and disorders of the cranial and spinal nerves throughout their distribution.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Neurological Surgery, 2007.  http://www.abns.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Neurological Surgery.",Neurological Surgery Physician,Individual
204D00000X,Allopathic & Osteopathic Physicians,Neuromusculoskeletal Medicine & OMM,,"The Neuromusculoskeletal Medicine and Osteopathic Manipulative Medicine physician directs special attention to the neuromusculoskeletal system and its interaction with other body systems. Neuromusculoskeletal Medicine and Osteopathic Manipulative Medicine encompasses increased knowledge and understanding of osteopathic principles and practice and heightened technical skills of osteopathic manipulative medicine, and integrates each of these into the management of pediatric, adolescent, adult, and geriatric patients.","Source: American Osteopathic Association, 2017 [7/1/2017: added definition]<br/>Additional Resources: American Osteopathic Board of Neuromusculoskeletal Medicine, 2017, http://www.osteopathic.org/certification",Neuromusculoskeletal Medicine & OMM Physician,Individual
204C00000X,Allopathic & Osteopathic Physicians,"Neuromusculoskeletal Medicine, Sports Medicine",,A Neuromusculoskeletal Medicine and Osteopathic Manipulative Medicine physician trained to be responsible for the continuous care in the field of sports medicine encompasses increased knowledge and understanding of osteopathic principles and practice and heightened technical skills of osteopathic manipulative medicine and integrates each of these into the management of the individual engaged in physical exercise (sports) whether as an individual or in team participation.,Source: American Osteopathic Association<br/>Additional Resources: AOA Osteopathic Board Certification in Neuromusculoskeletal Medicine; https://certification.osteopathic.org/sports-medicine/<br/>,Sports Medicine (Neuromusculoskeletal Medicine) Physician,Individual
207U00000X,Allopathic & Osteopathic Physicians,Nuclear Medicine,,"A nuclear medicine specialist employs the properties of radioactive atoms and molecules in the diagnosis and treatment of disease and in research. Radiation detection and imaging instrument systems are used to detect disease as it changes the function and metabolism of normal cells, tissues and organs. A wide variety of diseases can be found in this way, usually before the structure of the organ involved by the disease can be seen to be abnormal by any other techniques. Early detection of coronary artery disease (including acute heart attack), early cancer detection and evaluation of the effect of tumor treatment, diagnosis of infection and inflammation anywhere in the body and early detection of blood clot in the lungs are all possible with these techniques. Unique forms of radioactive molecules can attack and kill cancer cells (e.g., lymphoma, thyroid cancer) or can relieve the severe pain of cancer that has spread to bone","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Nuclear Medicine, 2007.  http://www.abnm.org/.    A doctor of osteopathy was able to obtain a Certificate of Added Qualifications in the field of Nuclear Medicine.  The Certificate is NO longer offered.<br/>American Osteopathic Board of Nuclear Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Nuclear Medicine.",Nuclear Medicine Physician,Individual
207UN0903X,Allopathic & Osteopathic Physicians,Nuclear Medicine,In Vivo & In Vitro Nuclear Medicine,A nuclear medicine physician who specializes in in vivo and in vitro nuclear medicine.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Nuclear Medicine.",In Vivo & In Vitro Nuclear Medicine Physician,Individual
207UN0901X,Allopathic & Osteopathic Physicians,Nuclear Medicine,Nuclear Cardiology,A nuclear medicine physician who specializes in nuclear cardiology.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Nuclear Medicine.",Nuclear Cardiology Physician,Individual
207UN0902X,Allopathic & Osteopathic Physicians,Nuclear Medicine,Nuclear Imaging & Therapy,A nuclear medicine physician who specializes in nuclear imaging and therapy.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Nuclear Medicine.",Nuclear Imaging & Therapy Physician,Individual
207V00000X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,,"An obstetrician/gynecologist possesses special knowledge, skills and professional capability in the medical and surgical care of the female reproductive system and associated disorders. This physician serves as a consultant to other physicians and as a primary physician for women.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",Obstetrics & Gynecology Physician,Individual
207VC0300X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Complex Family Planning,"A complex family planning physician specializes in the diagnosis and treatment of individuals with complex reproductive needs. These physicians are experts in abortion and contraception clinical care, research, education, and advocacy.","Source: National Uniform Claim Committee, 2021. Resources: Society of Family Planning, www.societyfp.org.<br/>",Complex Family Planning Physician,Individual
207VC0200X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Critical Care Medicine,"An obstetrician/gynecologist, who specializes in critical care medicine diagnoses, treats and supports female patients with multiple organ dysfunction. This specialist may have administrative responsibilities for intensive care units and may also facilitate and coordinate patient care among the primary physician, the critical care staff and other specialists.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",Critical Care Medicine (Obstetrics & Gynecology) Physician,Individual
207VF0040X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Urogynecology and Reconstructive Pelvic Surgery,"A subspecialist in Urogynecology and Reconstructive Pelvic Surgery is a physician in Urology or Obstetrics and Gynecology who, by virtue of education and training, is prepared to provide consultation and comprehensive management of women with complex benign pelvic conditions, lower urinary tract disorders, and pelvic floor dysfunction. Comprehensive management includes those diagnostic and therapeutic procedures necessary for the total care of the patient with these conditions and complications resulting from them.","Source: American Board of Medical Specialties, 2011. [1/1/2012: new, 7/1/24: modified]  Resources:  www.abms.org",Urogynecology and Reconstructive Pelvic Surgery (Obstetrics & Gynecology) Physician,Individual
207VX0201X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Gynecologic Oncology,"An obstetrician/gynecologist who provides consultation and comprehensive management of patients with gynecologic cancer, including those diagnostic and therapeutic procedures necessary for the total care of the patient with gynecologic cancer and resulting complications.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",Gynecologic Oncology Physician,Individual
207VG0400X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Gynecology,"A physician who specializes in diagnosis, treatment, and management of patients with gynecologic conditions.",Source: National Uniform Claim Committee,Gynecology Physician,Individual
207VH0002X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Hospice and Palliative Medicine,"An obstetrician/gynecologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Hospice and Palliative Medicine (Obstetrics & Gynecology) Physician,Individual
207VM0101X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Maternal & Fetal Medicine,"An obstetrician/gynecologist who cares for, or provides consultation on, patients with complications of pregnancy. This specialist has advanced knowledge of the obstetrical, medical and surgical complications of pregnancy and their effect on both the mother and the fetus. The specialist also possesses expertise in the most current diagnostic and treatment modalities used in the care of patients with complicated pregnancies.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",Maternal & Fetal Medicine Physician,Individual
207VB0002X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Obesity Medicine,"A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Source:  American Board of Obesity Medicine, www.abom.org [10/1/2007: new, 7/1/2015: title and definition modified]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",Obesity Medicine (Obstetrics & Gynecology) Physician,Individual
207VX0000X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Obstetrics,"A physician who specializes in diagnosis, treatment, and management of patients with obstetric conditions.",Source: National Uniform Claim Committee,Obstetrics Physician,Individual
207VE0102X,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,Reproductive Endocrinology,An obstetrician/gynecologist who is capable of managing complex problems relating to reproductive endocrinology and infertility.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",Reproductive Endocrinology Physician,Individual
207W00000X,Allopathic & Osteopathic Physicians,Ophthalmology,,"An ophthalmologist has the knowledge and professional skills needed to provide comprehensive eye and vision care. Ophthalmologists are medically trained to diagnose, monitor and medically or surgically treat all ocular and visual disorders. This includes problems affecting the eye and its component structures, the eyelids, the orbit and the visual pathways. In so doing, an ophthalmologist prescribes vision services, including glasses and contact lenses.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Ophthalmology, 2007.  http://www.abop.org/.  American Osteopathic Board of Ophthalmology and Otolaryngology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Ophthalmology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Ophthalmology and Otolaryngology.",Ophthalmology Physician,Individual
207WX0120X,Allopathic & Osteopathic Physicians,Ophthalmology,Cornea and External Diseases Specialist,"An ophthalmologist who specializes in diseases of the cornea, sclera, eyelids, conjunctiva, and anterior segment of the eye.","Source: American Academy of Ophthalmology, www.aao.org [1/1/2018: new]",Cornea and External Diseases Specialist Physician,Individual
207WX0009X,Allopathic & Osteopathic Physicians,Ophthalmology,Glaucoma Specialist,An ophthalmologist who specializes in the treatment of glaucoma and other disorders related to increased intraocular pressure and optic nerve damage.  This specialty involves the medical and surgical treatment of these conditions.,"Source: American Academy of Ophthalmology, www.aao.org [1/1/2017: new]  Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org",Glaucoma Specialist (Ophthalmology) Physician,Individual
207WX0109X,Allopathic & Osteopathic Physicians,Ophthalmology,Neuro-ophthalmology,"A neuro-ophthalmologist is a subspecialist of ophthalmology.  This physician evaluates, treats, and studies disorders of the eye, orbit and nervous system having to do with interactions of the visual motor and visual sensory systems with the central nervous system. Neuro-ophthalmologists manage patients with complex and severe neuro-ophthalmological disorders.","Source: American Academy of Ophthalmology, www.aao.org [7/1/2017: new]<br/>Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org.",Neuro-ophthalmology Physician,Individual
